Time_Index,CT_NG,ME_NG,MA_NG,None
0,0.05306,0.05306,0.05306,0.0
1,5.45,5.45,5.28,0.0
2,5.45,5.45,5.28,0.0
3,5.45,5.45,5.28,0.0
4,5.45,5.45,5.28,0.0
5,5.45,5.45,5.28,0.0
6,5.45,5.45,5.28,0.0
7,5.45,5.45,5.28,0.0
8,5.45,5.45,5.28,0.0
9,5.45,5.45,5.28,0.0
10,5.45,5.45,5.28,0.0
11,5.45,5.45,5.28,0.0
12,5.45,5.45,5.28,0.0
13,5.45,5.45,5.28,0.0
14,5.45,5.45,5.28,0.0
15,5.45,5.45,5.28,0.0
16,5.45,5.45,5.28,0.0
17,5.45,5.45,5.28,0.0
18,5.45,5.45,5.28,0.0
19,5.45,5.45,5.28,0.0
20,5.45,5.45,5.28,0.0
21,5.45,5.45,5.28,0.0
22,5.45,5.45,5.28,0.0
23,5.45,5.45,5.28,0.0
24,5.45,5.45,5.28,0.0
25,5.45,5.45,5.28,0.0
26,5.45,5.45,5.28,0.0
27,5.45,5.45,5.28,0.0
28,5.45,5.45,5.28,0.0
29,5.45,5.45,5.28,0.0
30,5.45,5.45,5.28,0.0
31,5.45,5.45,5.28,0.0
32,5.45,5.45,5.28,0.0
33,5.45,5.45,5.28,0.0
34,5.45,5.45,5.28,0.0
35,5.45,5.45,5.28,0.0
36,5.45,5.45,5.28,0.0
37,5.45,5.45,5.28,0.0
38,5.45,5.45,5.28,0.0
39,5.45,5.45,5.28,0.0
40,5.45,5.45,5.28,0.0
41,5.45,5.45,5.28,0.0
42,5.45,5.45,5.28,0.0
43,5.45,5.45,5.28,0.0
44,5.45,5.45,5.28,0.0
45,5.45,5.45,5.28,0.0
46,5.45,5.45,5.28,0.0
47,5.45,5.45,5.28,0.0
48,5.45,5.45,5.28,0.0
49,5.45,5.45,5.28,0.0
50,5.45,5.45,5.28,0.0
51,5.45,5.45,5.28,0.0
52,5.45,5.45,5.28,0.0
53,5.45,5.45,5.28,0.0
54,5.45,5.45,5.28,0.0
55,5.45,5.45,5.28,0.0
56,5.45,5.45,5.28,0.0
57,5.45,5.45,5.28,0.0
58,5.45,5.45,5.28,0.0
59,5.45,5.45,5.28,0.0
60,5.45,5.45,5.28,0.0
61,5.45,5.45,5.28,0.0
62,5.45,5.45,5.28,0.0
63,5.45,5.45,5.28,0.0
64,5.45,5.45,5.28,0.0
65,5.45,5.45,5.28,0.0
66,5.45,5.45,5.28,0.0
67,5.45,5.45,5.28,0.0
68,5.45,5.45,5.28,0.0
69,5.45,5.45,5.28,0.0
70,5.45,5.45,5.28,0.0
71,5.45,5.45,5.28,0.0
72,5.45,5.45,5.28,0.0
73,5.45,5.45,5.28,0.0
74,5.45,5.45,5.28,0.0
75,5.45,5.45,5.28,0.0
76,5.45,5.45,5.28,0.0
77,5.45,5.45,5.28,0.0
78,5.45,5.45,5.28,0.0
79,5.45,5.45,5.28,0.0
80,5.45,5.45,5.28,0.0
81,5.45,5.45,5.28,0.0
82,5.45,5.45,5.28,0.0
83,5.45,5.45,5.28,0.0
84,5.45,5.45,5.28,0.0
85,5.45,5.45,5.28,0.0
86,5.45,5.45,5.28,0.0
87,5.45,5.45,5.28,0.0
88,5.45,5.45,5.28,0.0
89,5.45,5.45,5.28,0.0
90,5.45,5.45,5.28,0.0
91,5.45,5.45,5.28,0.0
92,5.45,5.45,5.28,0.0
93,5.45,5.45,5.28,0.0
94,5.45,5.45,5.28,0.0
95,5.45,5.45,5.28,0.0
96,5.45,5.45,5.28,0.0
97,5.45,5.45,5.28,0.0
98,5.45,5.45,5.28,0.0
99,5.45,5.45,5.28,0.0
100,5.45,5.45,5.28,0.0
101,5.45,5.45,5.28,0.0
102,5.45,5.45,5.28,0.0
103,5.45,5.45,5.28,0.0
104,5.45,5.45,5.28,0.0
105,5.45,5.45,5.28,0.0
106,5.45,5.45,5.28,0.0
107,5.45,5.45,5.28,0.0
108,5.45,5.45,5.28,0.0
109,5.45,5.45,5.28,0.0
110,5.45,5.45,5.28,0.0
111,5.45,5.45,5.28,0.0
112,5.45,5.45,5.28,0.0
113,5.45,5.45,5.28,0.0
114,5.45,5.45,5.28,0.0
115,5.45,5.45,5.28,0.0
116,5.45,5.45,5.28,0.0
117,5.45,5.45,5.28,0.0
118,5.45,5.45,5.28,0.0
119,5.45,5.45,5.28,0.0
120,5.45,5.45,5.28,0.0
121,5.45,5.45,5.28,0.0
122,5.45,5.45,5.28,0.0
123,5.45,5.45,5.28,0.0
124,5.45,5.45,5.28,0.0
125,5.45,5.45,5.28,0.0
126,5.45,5.45,5.28,0.0
127,5.45,5.45,5.28,0.0
128,5.45,5.45,5.28,0.0
129,5.45,5.45,5.28,0.0
130,5.45,5.45,5.28,0.0
131,5.45,5.45,5.28,0.0
132,5.45,5.45,5.28,0.0
133,5.45,5.45,5.28,0.0
134,5.45,5.45,5.28,0.0
135,5.45,5.45,5.28,0.0
136,5.45,5.45,5.28,0.0
137,5.45,5.45,5.28,0.0
138,5.45,5.45,5.28,0.0
139,5.45,5.45,5.28,0.0
140,5.45,5.45,5.28,0.0
141,5.45,5.45,5.28,0.0
142,5.45,5.45,5.28,0.0
143,5.45,5.45,5.28,0.0
144,5.45,5.45,5.28,0.0
145,5.45,5.45,5.28,0.0
146,5.45,5.45,5.28,0.0
147,5.45,5.45,5.28,0.0
148,5.45,5.45,5.28,0.0
149,5.45,5.45,5.28,0.0
150,5.45,5.45,5.28,0.0
151,5.45,5.45,5.28,0.0
152,5.45,5.45,5.28,0.0
153,5.45,5.45,5.28,0.0
154,5.45,5.45,5.28,0.0
155,5.45,5.45,5.28,0.0
156,5.45,5.45,5.28,0.0
157,5.45,5.45,5.28,0.0
158,5.45,5.45,5.28,0.0
159,5.45,5.45,5.28,0.0
160,5.45,5.45,5.28,0.0
161,5.45,5.45,5.28,0.0
162,5.45,5.45,5.28,0.0
163,5.45,5.45,5.28,0.0
164,5.45,5.45,5.28,0.0
165,5.45,5.45,5.28,0.0
166,5.45,5.45,5.28,0.0
167,5.45,5.45,5.28,0.0
168,5.45,5.45,5.28,0.0
169,5.45,5.45,5.28,0.0
170,5.45,5.45,5.28,0.0
171,5.45,5.45,5.28,0.0
172,5.45,5.45,5.28,0.0
173,5.45,5.45,5.28,0.0
174,5.45,5.45,5.28,0.0
175,5.45,5.45,5.28,0.0
176,5.45,5.45,5.28,0.0
177,5.45,5.45,5.28,0.0
178,5.45,5.45,5.28,0.0
179,5.45,5.45,5.28,0.0
180,5.45,5.45,5.28,0.0
181,5.45,5.45,5.28,0.0
182,5.45,5.45,5.28,0.0
183,5.45,5.45,5.28,0.0
184,5.45,5.45,5.28,0.0
185,5.45,5.45,5.28,0.0
186,5.45,5.45,5.28,0.0
187,5.45,5.45,5.28,0.0
188,5.45,5.45,5.28,0.0
189,5.45,5.45,5.28,0.0
190,5.45,5.45,5.28,0.0
191,5.45,5.45,5.28,0.0
192,5.45,5.45,5.28,0.0
193,5.45,5.45,5.28,0.0
194,5.45,5.45,5.28,0.0
195,5.45,5.45,5.28,0.0
196,5.45,5.45,5.28,0.0
197,5.45,5.45,5.28,0.0
198,5.45,5.45,5.28,0.0
199,5.45,5.45,5.28,0.0
200,5.45,5.45,5.28,0.0
201,5.45,5.45,5.28,0.0
202,5.45,5.45,5.28,0.0
203,5.45,5.45,5.28,0.0
204,5.45,5.45,5.28,0.0
205,5.45,5.45,5.28,0.0
206,5.45,5.45,5.28,0.0
207,5.45,5.45,5.28,0.0
208,5.45,5.45,5.28,0.0
209,5.45,5.45,5.28,0.0
210,5.45,5.45,5.28,0.0
211,5.45,5.45,5.28,0.0
212,5.45,5.45,5.28,0.0
213,5.45,5.45,5.28,0.0
214,5.45,5.45,5.28,0.0
215,5.45,5.45,5.28,0.0
216,5.45,5.45,5.28,0.0
217,5.45,5.45,5.28,0.0
218,5.45,5.45,5.28,0.0
219,5.45,5.45,5.28,0.0
220,5.45,5.45,5.28,0.0
221,5.45,5.45,5.28,0.0
222,5.45,5.45,5.28,0.0
223,5.45,5.45,5.28,0.0
224,5.45,5.45,5.28,0.0
225,5.45,5.45,5.28,0.0
226,5.45,5.45,5.28,0.0
227,5.45,5.45,5.28,0.0
228,5.45,5.45,5.28,0.0
229,5.45,5.45,5.28,0.0
230,5.45,5.45,5.28,0.0
231,5.45,5.45,5.28,0.0
232,5.45,5.45,5.28,0.0
233,5.45,5.45,5.28,0.0
234,5.45,5.45,5.28,0.0
235,5.45,5.45,5.28,0.0
236,5.45,5.45,5.28,0.0
237,5.45,5.45,5.28,0.0
238,5.45,5.45,5.28,0.0
239,5.45,5.45,5.28,0.0
240,5.45,5.45,5.28,0.0
241,4.09,4.09,3.98,0.0
242,4.09,4.09,3.98,0.0
243,4.09,4.09,3.98,0.0
244,4.09,4.09,3.98,0.0
245,4.09,4.09,3.98,0.0
246,4.09,4.09,3.98,0.0
247,4.09,4.09,3.98,0.0
248,4.09,4.09,3.98,0.0
249,4.09,4.09,3.98,0.0
250,4.09,4.09,3.98,0.0
251,4.09,4.09,3.98,0.0
252,4.09,4.09,3.98,0.0
253,4.09,4.09,3.98,0.0
254,4.09,4.09,3.98,0.0
255,4.09,4.09,3.98,0.0
256,4.09,4.09,3.98,0.0
257,4.09,4.09,3.98,0.0
258,4.09,4.09,3.98,0.0
259,4.09,4.09,3.98,0.0
260,4.09,4.09,3.98,0.0
261,4.09,4.09,3.98,0.0
262,4.09,4.09,3.98,0.0
263,4.09,4.09,3.98,0.0
264,4.09,4.09,3.98,0.0
265,4.09,4.09,3.98,0.0
266,4.09,4.09,3.98,0.0
267,4.09,4.09,3.98,0.0
268,4.09,4.09,3.98,0.0
269,4.09,4.09,3.98,0.0
270,4.09,4.09,3.98,0.0
271,4.09,4.09,3.98,0.0
272,4.09,4.09,3.98,0.0
273,4.09,4.09,3.98,0.0
274,4.09,4.09,3.98,0.0
275,4.09,4.09,3.98,0.0
276,4.09,4.09,3.98,0.0
277,4.09,4.09,3.98,0.0
278,4.09,4.09,3.98,0.0
279,4.09,4.09,3.98,0.0
280,4.09,4.09,3.98,0.0
281,4.09,4.09,3.98,0.0
282,4.09,4.09,3.98,0.0
283,4.09,4.09,3.98,0.0
284,4.09,4.09,3.98,0.0
285,4.09,4.09,3.98,0.0
286,4.09,4.09,3.98,0.0
287,4.09,4.09,3.98,0.0
288,4.09,4.09,3.98,0.0
289,4.09,4.09,3.98,0.0
290,4.09,4.09,3.98,0.0
291,4.09,4.09,3.98,0.0
292,4.09,4.09,3.98,0.0
293,4.09,4.09,3.98,0.0
294,4.09,4.09,3.98,0.0
295,4.09,4.09,3.98,0.0
296,4.09,4.09,3.98,0.0
297,4.09,4.09,3.98,0.0
298,4.09,4.09,3.98,0.0
299,4.09,4.09,3.98,0.0
300,4.09,4.09,3.98,0.0
301,4.09,4.09,3.98,0.0
302,4.09,4.09,3.98,0.0
303,4.09,4.09,3.98,0.0
304,4.09,4.09,3.98,0.0
305,4.09,4.09,3.98,0.0
306,4.09,4.09,3.98,0.0
307,4.09,4.09,3.98,0.0
308,4.09,4.09,3.98,0.0
309,4.09,4.09,3.98,0.0
310,4.09,4.09,3.98,0.0
311,4.09,4.09,3.98,0.0
312,4.09,4.09,3.98,0.0
313,4.09,4.09,3.98,0.0
314,4.09,4.09,3.98,0.0
315,4.09,4.09,3.98,0.0
316,4.09,4.09,3.98,0.0
317,4.09,4.09,3.98,0.0
318,4.09,4.09,3.98,0.0
319,4.09,4.09,3.98,0.0
320,4.09,4.09,3.98,0.0
321,4.09,4.09,3.98,0.0
322,4.09,4.09,3.98,0.0
323,4.09,4.09,3.98,0.0
324,4.09,4.09,3.98,0.0
325,4.09,4.09,3.98,0.0
326,4.09,4.09,3.98,0.0
327,4.09,4.09,3.98,0.0
328,4.09,4.09,3.98,0.0
329,4.09,4.09,3.98,0.0
330,4.09,4.09,3.98,0.0
331,4.09,4.09,3.98,0.0
332,4.09,4.09,3.98,0.0
333,4.09,4.09,3.98,0.0
334,4.09,4.09,3.98,0.0
335,4.09,4.09,3.98,0.0
336,4.09,4.09,3.98,0.0
337,4.09,4.09,3.98,0.0
338,4.09,4.09,3.98,0.0
339,4.09,4.09,3.98,0.0
340,4.09,4.09,3.98,0.0
341,4.09,4.09,3.98,0.0
342,4.09,4.09,3.98,0.0
343,4.09,4.09,3.98,0.0
344,4.09,4.09,3.98,0.0
345,4.09,4.09,3.98,0.0
346,4.09,4.09,3.98,0.0
347,4.09,4.09,3.98,0.0
348,4.09,4.09,3.98,0.0
349,4.09,4.09,3.98,0.0
350,4.09,4.09,3.98,0.0
351,4.09,4.09,3.98,0.0
352,4.09,4.09,3.98,0.0
353,4.09,4.09,3.98,0.0
354,4.09,4.09,3.98,0.0
355,4.09,4.09,3.98,0.0
356,4.09,4.09,3.98,0.0
357,4.09,4.09,3.98,0.0
358,4.09,4.09,3.98,0.0
359,4.09,4.09,3.98,0.0
360,4.09,4.09,3.98,0.0
361,4.09,4.09,3.98,0.0
362,4.09,4.09,3.98,0.0
363,4.09,4.09,3.98,0.0
364,4.09,4.09,3.98,0.0
365,4.09,4.09,3.98,0.0
366,4.09,4.09,3.98,0.0
367,4.09,4.09,3.98,0.0
368,4.09,4.09,3.98,0.0
369,4.09,4.09,3.98,0.0
370,4.09,4.09,3.98,0.0
371,4.09,4.09,3.98,0.0
372,4.09,4.09,3.98,0.0
373,4.09,4.09,3.98,0.0
374,4.09,4.09,3.98,0.0
375,4.09,4.09,3.98,0.0
376,4.09,4.09,3.98,0.0
377,4.09,4.09,3.98,0.0
378,4.09,4.09,3.98,0.0
379,4.09,4.09,3.98,0.0
380,4.09,4.09,3.98,0.0
381,4.09,4.09,3.98,0.0
382,4.09,4.09,3.98,0.0
383,4.09,4.09,3.98,0.0
384,4.09,4.09,3.98,0.0
385,3.14,3.14,3.69,0.0
386,3.14,3.14,3.69,0.0
387,3.14,3.14,3.69,0.0
388,3.14,3.14,3.69,0.0
389,3.14,3.14,3.69,0.0
390,3.14,3.14,3.69,0.0
391,3.14,3.14,3.69,0.0
392,3.14,3.14,3.69,0.0
393,3.14,3.14,3.69,0.0
394,3.14,3.14,3.69,0.0
395,3.14,3.14,3.69,0.0
396,3.14,3.14,3.69,0.0
397,3.14,3.14,3.69,0.0
398,3.14,3.14,3.69,0.0
399,3.14,3.14,3.69,0.0
400,3.14,3.14,3.69,0.0
401,3.14,3.14,3.69,0.0
402,3.14,3.14,3.69,0.0
403,3.14,3.14,3.69,0.0
404,3.14,3.14,3.69,0.0
405,3.14,3.14,3.69,0.0
406,3.14,3.14,3.69,0.0
407,3.14,3.14,3.69,0.0
408,3.14,3.14,3.69,0.0
409,3.14,3.14,3.69,0.0
410,3.14,3.14,3.69,0.0
411,3.14,3.14,3.69,0.0
412,3.14,3.14,3.69,0.0
413,3.14,3.14,3.69,0.0
414,3.14,3.14,3.69,0.0
415,3.14,3.14,3.69,0.0
416,3.14,3.14,3.69,0.0
417,3.14,3.14,3.69,0.0
418,3.14,3.14,3.69,0.0
419,3.14,3.14,3.69,0.0
420,3.14,3.14,3.69,0.0
421,3.14,3.14,3.69,0.0
422,3.14,3.14,3.69,0.0
423,3.14,3.14,3.69,0.0
424,3.14,3.14,3.69,0.0
425,3.14,3.14,3.69,0.0
426,3.14,3.14,3.69,0.0
427,3.14,3.14,3.69,0.0
428,3.14,3.14,3.69,0.0
429,3.14,3.14,3.69,0.0
430,3.14,3.14,3.69,0.0
431,3.14,3.14,3.69,0.0
432,3.14,3.14,3.69,0.0
433,3.14,3.14,3.69,0.0
434,3.14,3.14,3.69,0.0
435,3.14,3.14,3.69,0.0
436,3.14,3.14,3.69,0.0
437,3.14,3.14,3.69,0.0
438,3.14,3.14,3.69,0.0
439,3.14,3.14,3.69,0.0
440,3.14,3.14,3.69,0.0
441,3.14,3.14,3.69,0.0
442,3.14,3.14,3.69,0.0
443,3.14,3.14,3.69,0.0
444,3.14,3.14,3.69,0.0
445,3.14,3.14,3.69,0.0
446,3.14,3.14,3.69,0.0
447,3.14,3.14,3.69,0.0
448,3.14,3.14,3.69,0.0
449,3.14,3.14,3.69,0.0
450,3.14,3.14,3.69,0.0
451,3.14,3.14,3.69,0.0
452,3.14,3.14,3.69,0.0
453,3.14,3.14,3.69,0.0
454,3.14,3.14,3.69,0.0
455,3.14,3.14,3.69,0.0
456,3.14,3.14,3.69,0.0
457,3.14,3.14,3.69,0.0
458,3.14,3.14,3.69,0.0
459,3.14,3.14,3.69,0.0
460,3.14,3.14,3.69,0.0
461,3.14,3.14,3.69,0.0
462,3.14,3.14,3.69,0.0
463,3.14,3.14,3.69,0.0
464,3.14,3.14,3.69,0.0
465,3.14,3.14,3.69,0.0
466,3.14,3.14,3.69,0.0
467,3.14,3.14,3.69,0.0
468,3.14,3.14,3.69,0.0
469,3.14,3.14,3.69,0.0
470,3.14,3.14,3.69,0.0
471,3.14,3.14,3.69,0.0
472,3.14,3.14,3.69,0.0
473,3.14,3.14,3.69,0.0
474,3.14,3.14,3.69,0.0
475,3.14,3.14,3.69,0.0
476,3.14,3.14,3.69,0.0
477,3.14,3.14,3.69,0.0
478,3.14,3.14,3.69,0.0
479,3.14,3.14,3.69,0.0
480,3.14,3.14,3.69,0.0
481,3.14,3.14,3.69,0.0
482,3.14,3.14,3.69,0.0
483,3.14,3.14,3.69,0.0
484,3.14,3.14,3.69,0.0
485,3.14,3.14,3.69,0.0
486,3.14,3.14,3.69,0.0
487,3.14,3.14,3.69,0.0
488,3.14,3.14,3.69,0.0
489,3.14,3.14,3.69,0.0
490,3.14,3.14,3.69,0.0
491,3.14,3.14,3.69,0.0
492,3.14,3.14,3.69,0.0
493,3.14,3.14,3.69,0.0
494,3.14,3.14,3.69,0.0
495,3.14,3.14,3.69,0.0
496,3.14,3.14,3.69,0.0
497,3.14,3.14,3.69,0.0
498,3.14,3.14,3.69,0.0
499,3.14,3.14,3.69,0.0
500,3.14,3.14,3.69,0.0
501,3.14,3.14,3.69,0.0
502,3.14,3.14,3.69,0.0
503,3.14,3.14,3.69,0.0
504,3.14,3.14,3.69,0.0
505,3.14,3.14,3.69,0.0
506,3.14,3.14,3.69,0.0
507,3.14,3.14,3.69,0.0
508,3.14,3.14,3.69,0.0
509,3.14,3.14,3.69,0.0
510,3.14,3.14,3.69,0.0
511,3.14,3.14,3.69,0.0
512,3.14,3.14,3.69,0.0
513,3.14,3.14,3.69,0.0
514,3.14,3.14,3.69,0.0
515,3.14,3.14,3.69,0.0
516,3.14,3.14,3.69,0.0
517,3.14,3.14,3.69,0.0
518,3.14,3.14,3.69,0.0
519,3.14,3.14,3.69,0.0
520,3.14,3.14,3.69,0.0
521,3.14,3.14,3.69,0.0
522,3.14,3.14,3.69,0.0
523,3.14,3.14,3.69,0.0
524,3.14,3.14,3.69,0.0
525,3.14,3.14,3.69,0.0
526,3.14,3.14,3.69,0.0
527,3.14,3.14,3.69,0.0
528,3.14,3.14,3.69,0.0
529,2.13,2.13,3.18,0.0
530,2.13,2.13,3.18,0.0
531,2.13,2.13,3.18,0.0
532,2.13,2.13,3.18,0.0
533,2.13,2.13,3.18,0.0
534,2.13,2.13,3.18,0.0
535,2.13,2.13,3.18,0.0
536,2.13,2.13,3.18,0.0
537,2.13,2.13,3.18,0.0
538,2.13,2.13,3.18,0.0
539,2.13,2.13,3.18,0.0
540,2.13,2.13,3.18,0.0
541,2.13,2.13,3.18,0.0
542,2.13,2.13,3.18,0.0
543,2.13,2.13,3.18,0.0
544,2.13,2.13,3.18,0.0
545,2.13,2.13,3.18,0.0
546,2.13,2.13,3.18,0.0
547,2.13,2.13,3.18,0.0
548,2.13,2.13,3.18,0.0
549,2.13,2.13,3.18,0.0
550,2.13,2.13,3.18,0.0
551,2.13,2.13,3.18,0.0
552,2.13,2.13,3.18,0.0
553,2.13,2.13,3.18,0.0
554,2.13,2.13,3.18,0.0
555,2.13,2.13,3.18,0.0
556,2.13,2.13,3.18,0.0
557,2.13,2.13,3.18,0.0
558,2.13,2.13,3.18,0.0
559,2.13,2.13,3.18,0.0
560,2.13,2.13,3.18,0.0
561,2.13,2.13,3.18,0.0
562,2.13,2.13,3.18,0.0
563,2.13,2.13,3.18,0.0
564,2.13,2.13,3.18,0.0
565,2.13,2.13,3.18,0.0
566,2.13,2.13,3.18,0.0
567,2.13,2.13,3.18,0.0
568,2.13,2.13,3.18,0.0
569,2.13,2.13,3.18,0.0
570,2.13,2.13,3.18,0.0
571,2.13,2.13,3.18,0.0
572,2.13,2.13,3.18,0.0
573,2.13,2.13,3.18,0.0
574,2.13,2.13,3.18,0.0
575,2.13,2.13,3.18,0.0
576,2.13,2.13,3.18,0.0
577,2.13,2.13,3.18,0.0
578,2.13,2.13,3.18,0.0
579,2.13,2.13,3.18,0.0
580,2.13,2.13,3.18,0.0
581,2.13,2.13,3.18,0.0
582,2.13,2.13,3.18,0.0
583,2.13,2.13,3.18,0.0
584,2.13,2.13,3.18,0.0
585,2.13,2.13,3.18,0.0
586,2.13,2.13,3.18,0.0
587,2.13,2.13,3.18,0.0
588,2.13,2.13,3.18,0.0
589,2.13,2.13,3.18,0.0
590,2.13,2.13,3.18,0.0
591,2.13,2.13,3.18,0.0
592,2.13,2.13,3.18,0.0
593,2.13,2.13,3.18,0.0
594,2.13,2.13,3.18,0.0
595,2.13,2.13,3.18,0.0
596,2.13,2.13,3.18,0.0
597,2.13,2.13,3.18,0.0
598,2.13,2.13,3.18,0.0
599,2.13,2.13,3.18,0.0
600,2.13,2.13,3.18,0.0
601,2.13,2.13,3.18,0.0
602,2.13,2.13,3.18,0.0
603,2.13,2.13,3.18,0.0
604,2.13,2.13,3.18,0.0
605,2.13,2.13,3.18,0.0
606,2.13,2.13,3.18,0.0
607,2.13,2.13,3.18,0.0
608,2.13,2.13,3.18,0.0
609,2.13,2.13,3.18,0.0
610,2.13,2.13,3.18,0.0
611,2.13,2.13,3.18,0.0
612,2.13,2.13,3.18,0.0
613,2.13,2.13,3.18,0.0
614,2.13,2.13,3.18,0.0
615,2.13,2.13,3.18,0.0
616,2.13,2.13,3.18,0.0
617,2.13,2.13,3.18,0.0
618,2.13,2.13,3.18,0.0
619,2.13,2.13,3.18,0.0
620,2.13,2.13,3.18,0.0
621,2.13,2.13,3.18,0.0
622,2.13,2.13,3.18,0.0
623,2.13,2.13,3.18,0.0
624,2.13,2.13,3.18,0.0
625,2.13,2.13,3.18,0.0
626,2.13,2.13,3.18,0.0
627,2.13,2.13,3.18,0.0
628,2.13,2.13,3.18,0.0
629,2.13,2.13,3.18,0.0
630,2.13,2.13,3.18,0.0
631,2.13,2.13,3.18,0.0
632,2.13,2.13,3.18,0.0
633,2.13,2.13,3.18,0.0
634,2.13,2.13,3.18,0.0
635,2.13,2.13,3.18,0.0
636,2.13,2.13,3.18,0.0
637,2.13,2.13,3.18,0.0
638,2.13,2.13,3.18,0.0
639,2.13,2.13,3.18,0.0
640,2.13,2.13,3.18,0.0
641,2.13,2.13,3.18,0.0
642,2.13,2.13,3.18,0.0
643,2.13,2.13,3.18,0.0
644,2.13,2.13,3.18,0.0
645,2.13,2.13,3.18,0.0
646,2.13,2.13,3.18,0.0
647,2.13,2.13,3.18,0.0
648,2.13,2.13,3.18,0.0
649,2.13,2.13,3.18,0.0
650,2.13,2.13,3.18,0.0
651,2.13,2.13,3.18,0.0
652,2.13,2.13,3.18,0.0
653,2.13,2.13,3.18,0.0
654,2.13,2.13,3.18,0.0
